iter	Passed	Remaining
250	17599	80494
251	17674	80445
252	17751	80410
253	17827	80361
254	17907	80339
255	17984	80298
256	18062	80261
257	18143	80238
258	18213	80169
259	18286	80107
260	18355	80034
261	18427	79971
262	18514	79970
263	18587	79913
264	18662	79860
265	18734	79796
266	18814	79769
267	18869	79633
268	18957	79633
269	19028	79568
270	19102	79511
271	19183	79486
272	19269	79477
273	19347	79438
274	19407	79323
275	19497	79331
276	19573	79284
277	19649	79232
278	19734	79220
279	19809	79168
280	19877	79085
281	19947	79011
282	20023	78962
283	20090	78875
284	20166	78826
285	20236	78750
286	20312	78702
287	20389	78654
288	20469	78619
289	20541	78555
290	20622	78523
291	20699	78475
292	20795	78496
293	20866	78428
294	20947	78394
295	21019	78326
296	21093	78265
297	21174	78231
298	21252	78187
299	21328	78131
300	21383	78002
301	21431	77848
302	21474	77676
303	21531	77554
304	21603	77487
305	21688	77468
306	21743	77341
307	21816	77278
308	21891	77221
309	21964	77158
310	22047	77132
311	22124	77082
312	22190	76992
313	22279	76986
314	22362	76954
315	22454	76956
316	22534	76915
317	22610	76860
318	22703	76864
319	22778	76804
320	22848	76731
321	22927	76686
322	22999	76619
323	23067	76535
324	23145	76485
325	23217	76418
326	23290	76353
327	23380	76343
328	23445	76251
329	23524	76203
330	23596	76135
331	23674	76088
332	23752	76035
333	23826	75974
334	23923	75984
335	23996	75916
336	24066	75842
337	24157	75832
338	24232	75772
339	24303	75697
340	24387	75665
341	24472	75635
342	24550	75583
343	24627	75528
344	24699	75459
345	24777	75406
346	24854	75351
347	24926	75281
348	25002	75223
349	25066	75129
350	25141	75066
351	25215	75000
352	25296	74959
353	25382	74929
354	25438	74812
355	25506	74727
356	25577	74655
357	25654	74599
358	25737	74559
359	25816	74507
360	25886	74433
361	25979	74421
362	26051	74349
363	26129	74296
364	26206	74239
365	26305	74243
366	26372	74158
367	26433	74057
368	26511	74002
369	26586	73938
370	26679	73925
371	26758	73874
372	26836	73818
373	26913	73759
374	26983	73683
375	27080	73678
376	27154	73611
377	27224	73535
378	27293	73455
379	27375	73409
380	27450	73346
381	27523	73275
382	27594	73200
383	27669	73136
384	27741	73064
385	27818	73004
386	27900	72959
387	27983	72915
388	28061	72858
389	28135	72790
390	28209	72725
391	28284	72659
392	28366	72611
393	28436	72534
394	28513	72474
395	28582	72395
396	28662	72343
397	28734	72268
398	28815	72218
399	28902	72183
400	28975	72112
401	29053	72056
402	29128	71989
403	29214	71950
404	29284	71872
405	29344	71771
406	29425	71721
407	29483	71612
408	29565	71564
409	29648	71518
410	29725	71456
411	29778	71338
412	29850	71265
413	29921	71189
414	29997	71126
415	30095	71115
416	30150	71001
417	30202	70882
418	30263	70784
419	30346	70736
420	30420	70666
421	30489	70588
422	30568	70531
423	30649	70479
424	30732	70431
425	30811	70375
426	30895	70328
427	30968	70257
428	31047	70200
429	31157	70213
430	31253	70193
431	31339	70151
432	31420	70096
433	31488	70015
434	31555	69929
435	31628	69857
436	31706	69798
437	31791	69752
438	31896	69750
439	31973	69688
440	32062	69650
441	32141	69590
442	32222	69537
443	32307	69490
444	32393	69446
445	32471	69384
446	32549	69323
447	32629	69263
448	32732	69256
449	32810	69193
450	32890	69135
451	32973	69083
452	33054	69027
453	33134	68970
454	33212	68907
455	33297	68858
456	33383	68811
457	33468	68763
458	33589	68789
459	33650	68691
460	33737	68646
461	33811	68574
462	33899	68531
463	33978	68469
464	34061	68415
465	34137	68348
466	34238	68331
467	34330	68293
468	34408	68230
469	34485	68164
470	34560	68094
471	34642	68037
472	34721	67974
473	34789	67889
474	34868	67829
475	34948	67767
476	35029	67708
477	35107	67644
478	35187	67583
479	35263	67515
480	35339	67446
481	35394	67337
482	35468	67265
483	35561	67228
484	35650	67184
485	35741	67143
486	35819	67079
487	35895	67009
488	35969	66937
489	36052	66881
490	36134	66822
491	36212	66757
492	36286	66684
493	36363	66616
494	36442	66553
495	36511	66472
496	36586	66400
497	36670	66345
498	36749	66281
499	36843	66244
500	36919	66174
501	36993	66101
502	37063	66020
503	37139	65951
504	37214	65879
505	37285	65803
506	37363	65735
507	37440	65667
508	37521	65607
509	37587	65520
510	37660	65444
511	37746	65392
512	37814	65310
513	37889	65237
514	37963	65164
515	38041	65097
516	38121	65034
517	38198	64966
518	38278	64904
519	38365	64852
520	38440	64780
521	38516	64710
522	38597	64649
523	38670	64573
524	38749	64507
525	38828	64443
526	38893	64355
527	38962	64272
528	39040	64206
529	39109	64124
530	39192	64065
531	39269	63997
532	39354	63941
533	39442	63891
534	39528	63836
535	39591	63745
536	39670	63679
537	39753	63620
538	39831	63552
539	39916	63497
540	39996	63432
541	40092	63394
542	40171	63328
543	40247	63256
544	40326	63191
545	40401	63117
546	40478	63048
547	40556	62980
548	40640	62922
549	40717	62853
550	40793	62782
551	40877	62722
552	40956	62656
553	41045	62604
554	41118	62529
555	41202	62470
556	41277	62398
557	41363	62342
558	41441	62273
559	41516	62200
560	41597	62136
561	41670	62061
562	41748	61992
563	41823	61919
564	41902	61851
565	41985	61791
566	42068	61729
567	42155	61674
568	42233	61605
569	42310	61535
570	42369	61439
571	42456	61384
572	42535	61316
573	42614	61248
574	42670	61149
575	42729	61052
576	42806	60982
577	42883	60911
578	42959	60840
579	43032	60764
580	43104	60687
581	43187	60625
582	43261	60551
583	43351	60498
584	43431	60432
585	43517	60374
586	43589	60298
587	43653	60208
588	43732	60141
589	43806	60066
590	43888	60003
591	43960	59926
592	44026	59840
593	44085	59745
594	44173	59689
595	44252	59621
596	44338	59563
597	44416	59494
598	44490	59420
599	44569	59351
600	44650	59286
601	44729	59218
602	44803	59143
603	44881	59073
604	44958	59003
605	45029	58924
606	45108	58856
607	45195	58798
608	45273	58728
609	45365	58677
610	45444	58609
611	45519	58535
612	45599	58467
613	45662	58379
614	45736	58304
615	45816	58236
616	45904	58180
617	45977	58104
618	46053	58031
619	46125	57954
620	46199	57879
621	46276	57808
622	46355	57739
623	46432	57667
624	46511	57599
625	46581	57519
626	46661	57452
627	46734	57375
628	46811	57305
629	46882	57226
630	46972	57170
631	47054	57105
632	47143	57048
633	47216	56972
634	47298	56907
635	47375	56835
636	47448	56759
637	47529	56692
638	47615	56632
639	47679	56544
640	47748	56464
641	47827	56394
642	47900	56318
643	47974	56243
644	48038	56156
645	48111	56080
646	48211	56036
647	48299	55976
648	48375	55903
649	48448	55827
650	48522	55752
651	48596	55677
652	48662	55593
653	48738	55519
654	48829	55464
655	48904	55390
656	48960	55294
657	49037	55222
658	49127	55165
659	49204	55094
660	49277	55018
661	49352	54943
662	49424	54865
663	49499	54792
664	49573	54716
665	49655	54651
666	49731	54577
667	49811	54508
668	49885	54433
669	49973	54374
670	50057	54310
671	50135	54238
672	50213	54167
673	50297	54103
674	50377	54035
675	50451	53959
676	50538	53898
677	50620	53831
678	50702	53764
679	50781	53693
680	50852	53615
681	50939	53553
682	51015	53480
683	51093	53408
684	51173	53340
685	51252	53269
686	51320	53187
687	51392	53110
688	51468	53036
689	51541	52961
690	51640	52910
691	51710	52831
692	51767	52738
693	51845	52667
694	51920	52593
695	51998	52521
696	52081	52455
697	52172	52396
698	52246	52321
699	52347	52272
700	52415	52190
701	52486	52112
702	52560	52037
703	52635	51962
704	52705	51883
705	52761	51790
706	52846	51725
707	52930	51659
708	53011	51590
709	53083	51513
710	53168	51448
711	53238	51369
712	53315	51296
713	53387	51218
714	53459	51141
715	53543	51076
716	53619	51002
717	53699	50932
718	53766	50850
719	53850	50783
720	53929	50713
721	54005	50639
722	54091	50574
723	54180	50513
724	54266	50448
725	54363	50395
726	54452	50332
727	54527	50257
728	54601	50182
729	54680	50111
730	54759	50039
731	54834	49964
732	54934	49912
733	55013	49841
734	55087	49766
735	55164	49693
736	55238	49617
737	55313	49542
738	55396	49474
739	55478	49406
740	55554	49331
741	55628	49256
742	55705	49183
743	55783	49110
744	55846	49025
745	55927	48955
746	56005	48883
747	56092	48818
748	56173	48748
749	56243	48669
750	56313	48589
751	56385	48512
752	56459	48436
753	56519	48349
754	56577	48259
755	56642	48176
756	56699	48085
757	56777	48013
758	56854	47940
759	56931	47867
760	56997	47784
761	57072	47710
762	57145	47633
763	57223	47561
764	57303	47491
765	57387	47423
766	57451	47339
767	57520	47259
768	57583	47174
769	57643	47088
770	57693	46992
771	57754	46906
772	57812	46818
773	57872	46731
774	57923	46638
775	57978	46547
776	58042	46463
777	58098	46374
778	58156	46286
779	58218	46201
780	58283	46119
781	58339	46029
782	58393	45939
783	58448	45849
784	58500	45756
785	58552	45665
786	58614	45580
787	58684	45502
788	58752	45423
789	58805	45332
790	58871	45251
791	58932	45166
792	58986	45076
793	59052	44996
794	59121	44917
795	59172	44825
796	59229	44737
797	59282	44647
798	59337	44558
799	59392	44470
800	59460	44391
801	59513	44301
802	59575	44217
803	59637	44134
804	59694	44047
805	59755	43964
806	59815	43879
807	59871	43792
808	59940	43714
809	59996	43626
810	60056	43543
811	60116	43458
812	60175	43373
813	60242	43294
814	60295	43205
815	60348	43116
816	60405	43030
817	60459	42942
818	60512	42853
819	60566	42765
820	60624	42680
821	60693	42603
822	60749	42517
823	60805	42431
824	60858	42342
825	60922	42262
826	60983	42179
827	61039	42093
828	61100	42010
829	61158	41926
830	61213	41840
831	61264	41750
832	61332	41673
833	61381	41583
834	61438	41498
835	61505	41420
836	61580	41347
837	61633	41260
838	61699	41182
839	61756	41097
840	61825	41020
841	61893	40943
842	61982	40880
843	62061	40810
844	62136	40738
845	62209	40664
846	62272	40583
847	62332	40501
848	62390	40417
849	62438	40328
850	62496	40244
851	62539	40151
852	62603	40071
853	62646	39979
854	62704	39895
855	62758	39810
856	62812	39724
857	62856	39633
858	62906	39545
859	62958	39459
860	63006	39370
861	63053	39280
862	63102	39192
863	63152	39104
864	63204	39018
865	63254	38931
866	63343	38868
867	63422	38798
868	63503	38730
869	63576	38657
870	63652	38586
871	63749	38527
872	63820	38453
873	63893	38379
874	63968	38308
875	64046	38237
876	64118	38164
877	64196	38093
878	64267	38019
879	64340	37946
880	64418	37875
881	64486	37800
882	64555	37724
883	64644	37660
884	64717	37587
885	64789	37513
886	64872	37446
887	64949	37375
888	65029	37306
889	65103	37233
890	65175	37159
891	65249	37086
892	65320	37012
893	65416	36952
894	65484	36876
895	65559	36804
896	65639	36734
897	65715	36663
898	65788	36589
899	65860	36515
900	65930	36440
901	66002	36367
902	66084	36299
903	66156	36224
904	66230	36152
905	66304	36079
906	66379	36007
907	66450	35932
908	66518	35856
909	66590	35783
910	66673	35715
911	66757	35648
912	66858	35589
913	66939	35520
914	67015	35448
915	67082	35372
916	67164	35303
917	67244	35233
918	67315	35159
919	67396	35090
920	67481	35022
921	67561	34953
922	67631	34878
